date,title,category,content
20200406,Taiwan’s efforts to lift trade barriers recognized by USTR,Economics,"Taiwan’s efforts to lift trade barriers by protecting intellectual property have been recognized by the United States Trade Representative, spotlighting the government’s willingness to work with its like-minded partners within the global rules-based order.   In the 2020 National Trade Estimate Report on Foreign Trade Barriers published March 31, USTR praised Taiwan for establishing a patent system covering biological medical products, calling the move “a promising step forward” for the pharmaceutical industry.   Other positive developments detailed in the report are actions taken to reduce software piracy and illicit streaming of copyright content as well as legal amendments allowing prosecutors to issue protective orders during investigations into theft of trade secrets.   Statistics from Taiwan’s Customs Administration under the Ministry of Finance reveal bilateral trade between the U.S. and Taiwan reached US$81.09 billion in 2019, an increase of 11.7 percent from the previous year. Of that total, exports to the U.S. amounted to US$46.27 billion, reflecting year on year growth of 17.16 percent.   According to the Ministry of Economic Affairs, in order to further boost relations with the country’s second largest trade partner, Taiwan will seek to address U.S. concerns regarding beef products, mutual recognition of organic certifications and foreign investment regulations. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200401, 4 Taiwan-Guatemala FTA decisions take effect,Economics,"Four decisions expanding the scope and impact of the free trade agreement between Taiwan and Central American ally Guatemala took effect April 1, according to the Ministry of Economic Affairs.   Signed between 2019 and 2020 by the heads of negotiating teams from both countries, the decisions comprise elimination of tariffs on bicycle and motorcycle exports from Taiwan, as well as agricultural imports from Guatemala such as bushes, coffee substitutes, fruit, nuts, ornamental grass, shrubs and trees.   In addition, the annual duty-free quota of raw and refined sugar imports from Guatemala was increased to 125,000 metric tons, while general procedures for the issuance and receipt of electronic certificates of origin were established.   According to the MOEA’s Bureau of Foreign Trade, the decisions will significantly improve the bottom lines of Taiwan manufacturers while having no detrimental impact on the domestic agricultural industry.   Implemented July 1, 2006, the Taiwan-Guatemala FTA has significantly advanced bilateral trade. MOEA statistics reveal that trade volume hit US$209 million in 2019, up 61 percent from US$130 million in 2005. (YCH-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200327,Taiwan’s 10 coolest technology startups unveiled by MOST,Economics,"Taiwan’s 10 coolest tech startups for 2020 were unveiled March 26 by the Ministry of Science and Technology as part of government efforts to promote the country as a global hub of entrepreneurship and innovation.   Selected from a 2,620-strong field after three rounds of assessment, the teams produced submissions addressing a variety of challenges and problems via advanced approaches and processes in fields like artificial intelligence, biomedicine cybersecurity, Internet of Things, smart health care and virtual reality.   According to the MOST, the teams are Atgenomix, Beseye, Deep01, Heroic Faith, IVD R.E.D, LumiStar Biotechnology, Nextdrive, Osense Technology, Relajet and TMY Technology. The standouts include Beseye for an AI-based video analysis platform reducing the risk of falls for seniors; LumiStar Biotechnology for a range of protein-based indicators enabling accurate cellular measurement; and Osense for a 5G-powered smart baseball stadium app integrating online to offline services.   MOST Minister Chen Liang-gee said the teams are worthy winners and demonstrate the power of Taiwan’s can-do spirit. The ministry will continue encouraging the younger generations to identify and convert emerging opportunities into viable business ventures, he added.   Launched in 2017, the annual hunt for Taiwan’s most promising startups is overseen by Taiwan Tech Arena—a Taipei City-based incubation hub supported by the MOST. This year, TTA partnered with 20 homegrown startup ecosystem partners such as Chunghwa Telecom 5G Accelerator, Digital Times, Garage Plus, Microsoft Accelerator, PwC Scale-up Accelerator and Qualcomm Taiwan Innovation Competition. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200326,Taiwan aerospace firms secure US$2 billion in global orders,Economics,"Taiwan’s Aerospace Industrial Development Corp. and three other homegrown aviation sector firms secured international orders totaling NT$62 billion (US$2 billion) over the next 10 years, according to the Ministry of Economic Affairs March 25.   State-backed AIDC, Gongin Precision Ind. Co. Ltd., Mirle Automation Corp. and Vision Wide Tech Co. Ltd. will tap opportunities predominantly in the global aerospace composites market. GPIC specializes in waterjet cutting equipment; MAC, 3D laser-cutting and -drilling systems; and VWTC, ultrasonic machining.   Demand for composites is on the rise as aviation industry operators seek to purchase lighter aircraft with enhanced corrosion-resistant properties. These attributes significantly reduce fuel and maintenance costs, as well as help keep abreast of tightening emissions controls.   Chicago-headquartered Boeing Co., the world’s largest manufacturer of commercial jets, is forecast to accept orders for 44,040 aircraft with a production value of US$6.8 trillion from 2019 to 2038. According to the company’s 2019 Commercial Market Outlook, the planes will account for more 50 percent of composites produced worldwide.   The MOEA said all four companies are positioned to take a share of this business on the back of extensive industry know-how, cutting-edge processing technology and strong international supply chain presences. The strategy going forward is to support more such collaborations and ensure Taiwan grows its footprint in this niche market, the ministry added.   Aerospace is a core component of the government’s five-plus-two innovative industries initiative. The national development strategy encompasses other high-growth sectors of biotech and pharmaceuticals, green energy, smart machinery and Internet of Things, as well as promotion of the circular economy and a new paradigm for agricultural development. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200320,Taiwan welcomes homebound investment totaling over US$500 million,Economics,"Government efforts to attract homebound investment are paying off as applications from four Taiwan businesses to invest a total of NT$15.3 billion (US$509.83 million) have been given the green light, according to information released March 19 by InvesTaiwan overseen by the Ministry of Economic Affairs.   Topping the list with investment of around NT$10 billion is a local business specializing in wafer-level and thin-film optics based in northern Taiwan’s Hsinchu Science Park. The company, whose name was not released, is joined in pledging to increase domestic investment by New Taipei City-based Keding Enterprises, a leading manufacturer of Made in Taiwan-certified wood construction materials.   Sunspring Metal Corporation, which turns out top-notch plumbing components, will ramp up its investment by nearly NT$3 billion to establish two factories in Taichung City’s Central Taiwan Science Park. The company repatriated from Guangdong province in China last year amid the U.S.-China trade war. Following suit in relocating operations back to Taiwan is leading golf equipment producer Fusheng Precision, headquartered in the northern city of Taoyuan.   The successful applications are a result of three major programs launched by the government in July 2019 as a key part of efforts aimed at boosting businesses’ confidence in local investment. The programs include the Action Plan for Welcoming Overseas Taiwanese Businesses to Return to Invest in Taiwan, Action Plan for Accelerated Investment by Domestic Corporations and Action Plan for Accelerated Investment by SMEs.   According to MOEA, 399 businesses have utilized the programs to invest a total of NT$918.7 billion in Taiwan to date. The applications of 74 more businesses are currently pending review. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200318,Taiwan shipbuilding industry revenue rises over 25 percent,Economics,"Revenue brought in by Taiwan’s shipbuilding industry rose 25.2 percent to NT$27.1 billion (US$896.6 million) in 2019, according to data released March 16 by the Department of Statistics under the Ministry of Economic Affairs.   Container ships, luxury yachts and fishing vessels comprised 73 percent, 23.7 percent and 3.3 percent of earnings, respectively, the agency said.   The impressive rise in revenue is in part due to government initiatives such as the indigenous submarine program and offshore wind power policy, the latter of which requires ocean vessels to undertake construction and maintenance.   An uptick in overseas orders of luxury yachts also helped drive growth, bringing in US$230 million and accounting for 57 percent of the year’s total ship exports. Main destination countries included Australia, Italy, Japan and the U.S., the agency added.   The 2019 Global Order Book published by U.K.-based Boat International ranked Taiwan as the sixth largest shipbuilding nation in the world and first in Asia for the construction of superyachts in terms of total hull length, reaching a combined 1,852 meters.   According to a 2018 survey conducted by the MOEA, Taiwan has 188 shipbuilding factories employing around 7,400 personnel, with nearly 60 percent of the industry based in the southern city of Kaohsiung.   The indigenous submarine program and offshore wind power policy are key planks in the government’s five-plus-two innovative industries initiative targeting the high-growth sectors of biotechnology, green energy, national defense, smart machinery and Internet of Things, as well as the circular economy and a new paradigm for agricultural development. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200310,Taiwan science parks achieve record results for 2019,Economics,"Revenues at Taiwan’s three science parks rose 1.39 percent to a record NT$2.63 trillion (US$87.8 billion) in 2019, according to the Ministry of Science and Technology March 9.   Hsinchu Science Park in northern Taiwan led the way with revenues of NT$1.09 trillion, up 1.5 percent from the previous year. Although Southern Taiwan Science Park in Tainan and Kaohsiung Cities reported a drop of 6.59 percent to NT$743 billion, this decline was offset by a 9.98 percent surge to NT$797 billion at Central Taiwan Science Park in Taichung City.   The integrated circuit sector remained the top revenue generator at the parks, increasing 2.12 percent. Rising 94.42 percent and 38.64 percent respectively, the computing and telecommunication industries also registered impressive growth.   The parks additionally delivered record combined exports, up 15.99 percent to NT$2.07 trillion. Total employment similarly set a new benchmark at 280,048.   According to the MOST, the strong performance for 2019 is due to rising demand for smartphone devices equipped with 5G technology. The Internet of Things, AI and high-performance computing markets have also continued expanding.   Cautioning on the potential impact of the U.S.-China trade war and the global outbreak of COVID-19, the MOST said it forecasts moderate growth at the parks in 2020. Emerging opportunities in areas spanning 5G, AI, biometrics, high-performance computing and IoT are expected to continue driving exports going forward, the ministry added. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200305,CPC receives 1st shipment of carbon neutral LNG,Economics,"The country’s first shipment of carbon neutral liquefied natural gas arrived at Yung-An LNG Receiving Terminal March 4 in the southern port city of Kaohsiung, underscoring government efforts to reduce Taiwan’s carbon emissions.   According to state-owned CPC Corp. headquartered in Kaohsiung, the 64,000 tons of LNG are part of a deal with Singapore-based Shell Eastern Trading Pte Ltd.   The cargo’s arrival coincides with the 30th anniversary of LNG imports to Taiwan, signifying a commitment to reducing carbon emissions and promoting sustainable business practices, CPC said.   By contributing to the long-term national greenhouse gas discharge reduction goal—slashing emissions to no more than 50 percent of the 2005 level by 2050—the shipment will also help transform Taiwan into a low carbon emission homeland, it added.   Extraction of the LNG and delivery to end users are expected to generate 240,000 metric tons of carbon emissions, CPC said, adding these will be offset using nature-based, independently verified credits purchased from various international ecosystem restoration initiatives supported by the U.N. REDD Programme.   These include the Cordillera Azul National Park Project in Peru, Form Reforestation Project in Ghana, and Katingan Peatland and Restoration and Conservation Project in Indonesia.   According to Shell, the company is happy to partner with CPC. Using nature-based offsets in conjunction with LNG will help CPC lower greenhouse gas emissions and support the needs of customers looking to decarbonize their energy use, it said. (SFC-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200303,Taiwan pineapples greenlighted for Australia import,Economics,"Taiwan-grown pineapples are heading for food stores across Australia after receiving an import license, according to the Cabinet-level Council of Agriculture March 2, spotlighting government efforts to open new markets around the world for the country’s agricultural produce.   Coming on the back of a five-year application process, the decision owes much to best practices implemented on the advice of visiting Australian experts in 2017, the COA said. These include removing the crown of the fruits and putting them through a rigorous two-hour disinfection process, as well as ensuring all products have full place of origin traceability.   Taiwan’s total pineapple production capacity tops 430,000 metric tons annually thanks to the country’s warm climate and fertile soil, which provide ideal conditions for the spiked fruit, according to the COA.   Pineapple exports are on the rise, the COA said, adding that overseas markets received more than 50,000 metric tons from Taiwan in 2019 worth US$60 million, making them the country’s top-selling fruit abroad.   To date, export agreements for Taiwan-cultivated pineapples have been clinched with Australia, Bahrain, Brunei, Canada, China, Guam, Hong Kong, Indonesia, Japan, Macao, Malaysia, Marshall Islands, the Netherlands, Palau, Russia, South Korea and the United Arab Emirates. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200227,TECO inks organic food agreement with New Zealand’s NZCIO,Economics,"Taipei Economic and Cultural Office in New Zealand and New Zealand Commerce and Industry Office signed an organic food agreement Feb. 26, a move expected to boost agricultural exchanges and deepen economic ties between Taiwan and the southwestern Pacific country.   Under the new arrangement taking effect this May, each side will recognize the other’s organic certifications, greatly reducing the time and cost associated with verifying the status of imported products, director of Wellington TECO Chen Keh-ming said. It is the next step in the central government’s plan of intensifying trade relations with New Southbound Policy target countries, he added.   NZCIO director Moira Turley said the pact is a win-win situation for both markets, adding that Taiwan’s consumers will have more confidence in organic agricultural products imported from New Zealand and vice versa.   Statistics from the Ministry of Economics’ Bureau of Foreign Trade show that since the Agreement between New Zealand and the Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu on Economic Cooperation (ANZTEC) was signed in July 2013, bilateral trade has flourished. Taiwan imported US$910 million worth of goods from New Zealand in 2018, an increase of 18 percent compared to before the deal came into force.   ANZTEC has also boosted investment from New Zealand into Taiwan. From 2014 to 2018, inbound funding totaled about US$3 million, with the agriculture, forestry, fishery and animal husbandry, wholesale and retail, and information services industries receiving the greatest benefit. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200220,Taiwan treats tickle taste buds in Dubai,Economics,"Taiwan food companies are showcasing their finest wares at Gulfood 2020, the largest annual food and beverage trade exhibition in the Middle East and North Africa running Feb. 16-20 in Dubai, United Arab Emirates.   The dedicated pavilion showcasing top food products from 18 homegrown vendors is organized by the Ministry of Economic Affairs’ Bureau of Foreign Trade and Taiwan External Trade Development Council (TAITRA) with the goal of expanding the country’s reach into promising markets of the Middle East.   The Agriculture Bureau of Kaohsiung City Government is on hand to promote fresh dragon fruits, guavas and jujubes from southern Taiwan. Other choice items on display include coffee, edamame, and mochi.   Among eminent visitors cheering on staffers at Taiwan’s booths was Jerry Yang, director-general of the Commercial Office of Taipei, Dubai, UAE. He was joined in touring Taiwan’s offerings Feb. 16 by Abdul Kareem Al-Hendal, a Kuwaiti social media celebrity with 2.4 million followers on Instagram.   Abdul Kareem was invited by the Ministry of Foreign Affairs to visit Taiwan in 2018. He helped publicize Taiwan’s commitment to fulfilling the U.N. Sustainable Development Goals with a short film shot during his tour and posted to his Instagram page. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200214,Taiwan unveils coronavirus economic stabilization package,Economics,"An NT$60 billion (US$2 billion) stabilization package aimed at protecting Taiwan industries from financial fallout caused by the global outbreak of the new coronavirus was unveiled Feb. 13 by the Cabinet.   The initiative, which is a central plank in the government’s response to a possible outbreak of pneumonia stemming from the virus first reported in the Chinese city of Wuhan late last year, involves all agencies and ministries tasked with keeping Taiwan’s economy in good order.   NT$49.68 billion is earmarked for projects proposed by the Ministry of Transportation and Communications. These include NT$4.4 billion for travel agencies to cover partial operating losses, as well as NT$9.83 billion for transportation firms in the form of tax breaks and subsidies to meet expenses like port facility charges, fuel costs and loan interest.   A further NT$5.45 billion will be used to promote domestic travel and improve related facilities, while NT$30 billion will be spent on designing annual themed travel packages, introducing new technologies and upgrading the tourism industry.   Additional measures centered on softening the impact of the virus on society are under consideration. They are expected to be proposed and reviewed in the following seven days, according to the Cabinet.   Statistics by the Central Epidemic Command Center under the Ministry of Health and Welfare’s Centers for Disease Control reveal 18 confirmed cases of the virus in Taiwan as of Feb. 14, with 63,670 identified in China and 565 reported in 26 other countries and territories. (SFC-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200213,GDP growth hits 3.31 percent in Q4 for Taiwan,Economics,"Taiwan’s gross domestic product grew 3.31 percent in the fourth quarter of 2019, according to the Directorate-General of Budget, Accounting and Statistics Feb. 12.   Domestic demand remained the main growth driver, with private consumption up 2.63 percent bolstered by strong sales of automobiles and electric motorcycles, as well as booming retail and food and beverage sectors during the holiday shopping season.   Exports of goods and services gained 2.64 percent on the back of a double-digit increase in information and communication technology shipments, while imports picked up 4.44 percent as local semiconductor firms continued to ramp up production.   The DGBAS also adjusted Taiwan’s 2019 economic growth estimate to 2.71 percent, with per capita GDP reaching US$25,909 and the consumer price index rising 0.56 percent.   Although the global outbreak of the new coronavirus crisis remains a major factor impacting economic activity, the DGBAS forecasts Taiwan’s exports to gain an additional 2.85 percent in 2020. At the same time, private consumption is tipped to grow 1.58 percent, with CPI increases capped at 0.62 percent.   The numbers confirm Taiwan’s economic fundamentals are in good shape. London-based IHS Markit Ltd., a leading source of information and insight in critical areas shaping the international business landscape, predicts growth of 2.5 percent for the global economy in 2020.   Major countries such as the U.S., South Korea, Singapore and Japan expected to gain 2.1 percent, 1.6 percent, 1.2 percent and 0.6 percent, respectively over the year, according to IHS. (SFC-E)  Write to Taiwan Today at ttonline@mofa.gov.tw"
20200206,Taiwan cold-storage technique opens agriculture markets in Middle East,Economics,"Taiwan-grown leafy greens are set to tantalize the taste buds of Saudi Arabia consumers courtesy of advanced cold-storage technology developed with the assistance of the Cabinet-level Council of Agriculture.   The vacuum cooling method extends the maximum shipping and storage time from 20 to 28 days, giving the produce a seven-day shelf life. According to the COA, the innovation opens up markets in the Middle East and Europe to agricultural exports from Taiwan.   COA Minister Chen Chi-chung said Feb. 5 at news conference that the cutting-edge breakthrough was three years in the making and is a credit to the council’s Taiwan Agricultural Research Institute. It is expected to help keep vegetables with high water content like lettuce in pristine condition and boost overseas orders, he added.   A market survey commissioned in 2017 by the COA identified strong demand for Taiwan-grown leafy greens in the Middle East. This prompted the council to support cold-storage technology R&D in an effort to expand the country’s produce exports portfolio. (TYT-E)"
20200131,Premier Su tips economic growth on back of rising domestic demand,Economics,"Taiwan’s economic growth is expected to be driven by rising domestic demand in the face of uncertain international conditions, according to Premier Su Tseng-chang Jan. 30.   All relevant agencies and ministries are directed to swiftly respond to medium- and long-term challenges related to African swine fever, U.S.-China trade war and the risk of an outbreak of pneumonia stemming from the new coronavirus, Su said.   No stone will be left unturned in ensuring more Taiwan-based firms boost inbound investment and relocate operations home from China, Su said, adding that the economy remains resilient due to effectiveness of related government policies.   Su made the remarks during a 2020 economic outlook briefing by the Cabinet-level National Development Council.   According to the latest data from the Directorate General of Budget, Accounting and Statistics, Taiwan’s economy expanded 3.38 percent in Q4 2019, representing four consecutive quarters of growth and a near six-quarter record.   Su said this healthy state of affairs is mirrored by the raising of Taiwan’s 2019 economic growth projection to 2.73 percent—a trend indicating the effectiveness of government policymaking and four years of efforts to transform the country’s economy. (TYT-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200122,Taiwan export orders up year on year for December 2019,Economics,"Taiwan’s export orders increased 0.9 percent year on year for December 2019 to US$43.78 billion, the first monthly rise in four quarters, according to the Ministry of Economic Affairs Jan. 20.   Orders for the main exports sectors of machinery, electronics, and information and communication technology rose 5.1 percent to US$1.77 billion, 4.7 percent to US$12.18 billion and 0.4 percent to US$13.89 billion, respectively.   The strong machinery numbers were attributed by the MOEA to more inbound investment, greater demand from Hong Kong, and an easing of the trade war between the U.S. and China.   A similarly impressive result for electronics was credited by the MOEA to surging demand for 5G telecommunications devices, high-performance computing equipment, and internet of things products and smartphones. This trend carried over to ICT on the back of heightened activity in assembly of computer graphics cards and mobile phones.   Taiwan’s top source of orders remained the U.S. at US$12.71 billion, followed by China and Hong Kong, up 5.6 percent to US$10.39 billion; Europe, up 15.8 percent to US$10 billion; and Association of Southeast Asian Nations, up 4 percent to US$3.66 billion.   The MOEA expects orders growth momentum to continue in the near term. This is due to improving global trade conditions, rising oil and steel prices and additional use of advanced technologies. (YCH-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200117,NDC remains bullish on Taiwan economy in 2020,Economics,"Taiwan’s economy will remain on the growth track in 2020 despite a decelerating global trend, the Cabinet-level National Development Council said Jan. 16.   Citing forecasts by domestic and foreign research institutions, the NDC said the country’s gross domestic product is set to increase by between 2.23 percent and 2.72 percent this year.   During an NDC meeting attended by Central Bank Governor Yang Chin-long and other senior officials, NDC Minister Chen Mei-ling said a range of factors are contributing to this positive outlook.  These include increased home-bound investment by Taiwan firms engaging in smart manufacturing, new R&D and innovation centers set up by global corporate heavyweights such as Google and Microsoft Corp., and ongoing expansion of offshore wind power generation and 5G telecommunication facilities.   New projects promoting investment and regulatory amendments fostering innovation are also likely to play key roles in bolstering the economy and improving Taiwan’s business fundamentals, she added.   Yang was also positive on the country’s economic outlook. Citing estimates by the Cabinet-level Directorate General of Budget, Accounting and Statistics, Yang said domestic investments and government spending are expected to contribute 1.37 percentage points to economic growth this year.   While the phase one trade deal signed Jan. 15 by the U.S. and China will help mitigate tensions between the two sides, the NDC said uncertainties such as geopolitical friction, Brexit and the U.S. presidential election may still affect Taiwan’s export momentum.   The government is keeping a close eye on developments at home and abroad, the NDC said, adding it will spare no effort in its goal to achieve sustainable prosperity by transforming Taiwan into an advanced manufacturing and R&D hub. (SFC-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200422,NCKU hosts government co-organized virtual forum on COVID-19,Society,"National Cheng Kung University in southern Taiwan’s Tainan City joined hands with the Ministries of Science and Technology, Education, and Health and Welfare to hold the 2020 NCKU International Virtual Forum on COVID-19 April 21, providing a platform for members of the global academic community to share best practices for combating coronavirus. In the opening remarks, NCKU President Su Huey-jen emphasized the importance of mobilizing resources from all levels of society to strengthen epidemic prevention strategies at this critical time. The forum was divided into three panel sessions spanning topics such as effective university response measures, coordinated regional efforts to control outbreaks and the development of diagnostic tools, treatments and vaccinations. Among the speakers and panel contributors were experts from partnered universities, institutions and medical centers based in Canada, Czech Republic, India, Japan, Laos, Malaysia, Switzerland, Thailand, Turkey, Vietnam, the U.K. and the U.S. Special appearances were made by Dr. C. Jason Wang, who published an article March 3 in U.S.-based Journal of the American Medical Association on Taiwan’s timely, efficient and transparent coronavirus-fighting measures, and Shieh Dar-bin, deputy minister of health and welfare. Shieh detailed technologies the country deployed in response to COVID-19, including mechanisms for distributing medical resources; R&D of rapid test kits, medications and vaccines; and models simulating the potential progression of disease spread."
20200422,Taiwan ranks 43rd in latest World Press Freedom Index,Society,"Taiwan ranked 43rd in the 2020 World Press Freedom Index released April 21 by France-based Reporters Without Borders (RSF), spotlighting the country’s efforts maintaining media independence while ensuring a safe environment for journalists. On a scale of 0-100, with zero the best possible result, Taiwan scored 23.76, down 1.22 points from the previous edition. This placed it among the 26 percent considered to have “good” or “fairly good” media environments in the annual survey of 180 countries and territories. Taiwan finished second in Asia behind South Korea, 42nd, but ahead of Japan, 66th; Hong Kong, 80th; Malaysia, 101st; Singapore, 158th; and China, 177th. The top three spots worldwide went to Norway, Finland and Denmark, in that order. Cedric Alviani, director of RSF’s East Asia Bureau, said Taiwan is an example of how press freedom can thrive in the region. There is room for improvement, however, with concerns regarding profit-led outlets that encourage polarization and sensationalism in news coverage, he added. According to RSF, the coming decade is pivotal for press freedom, as the COVID-19 pandemic highlights the many crises threatening access to diverse and reliable information. Published annually since 2002, the index assesses countries and territories based on environment and self-censorship, infrastructure quality, legal framework, media independence, pluralism and transparency. Taiwan, first included in the survey in 2013 with a ranking of 47th, fell to 50th and 51st in 2014 and 2015, respectively. It remained 51st in 2016 before improving to 45th in 2017 and 42nd in both 2018 and 2019. (YCH-E)"
20200420,Taiwan LGBTQ films streaming as part of online charity screening,Society,"Nine lesbian, gay, bisexual, transgender and queer-related films by Taiwan directors are among 17 works from nine Asian countries being screened online via Vimeo On Demand until May 17 as part of the inaugural U.K.-based Queer East Film Festival. Headlining the Taiwan productions is 88-minute documentary “Small Talk” about the relationship between director Huang Hui-chen and her homosexual mother, spotlighted through a series of intimate conversations. The film won the Teddy Award for best documentary at the 2017 Berlin International Film Festival. The online charity screening also features eight short films on LGBTQ issues in Taiwan, including “Encore,” which depicts the struggle of a gay teenager trying to come out to his mother while preparing for his graduation, and “The Summer of 12,” a story about how camaraderie turns to intimacy in a school swimming team. According to Wang Yi, a Taiwan national residing in the U.K. and director of the event, the festival brings LGBTQ stories together to explore what it means to be East Asian and queer. Despite significant improvements in LGBTQ rights across the world, Wang said progress in Asia has been mixed, with the 2019 legalization of same-sex marriage in Taiwan a landmark development in this regard. By introducing queer storytellers from Asia to a global audience, the festival offers an opportunity to reflect on the obstacles that millions still face today while celebrating the diverse cultures, heritages and identities of communities too often excluded from mainstream discourse, Wang added. Originally set to take place in London from April 18 to May 2 and featuring 29 films from 15 countries, the festival has been rescheduled to later this year due to the impact of the COVID-19 pandemic, the organizer said. (SFC-E)"
20200417,Tsai pledges assistance to workers during COVID-19 pandemic,Society,"President Tsai Ing-wen said April 16 that the government is committed to assisting the country’s workers while mitigating the economic impact of the COVID-19 pandemic, spotlighting her administration’s efforts to protect the public’s financial well-being. The Ministry of Labor has undertaken a number of measures to help workers affected by the outbreak, Tsai said, citing a plan announced Feb. 21 to allow a 120-hour training subsidy up to NT$18,960 (US$631) per month for those whose working time and salary are cut. Employers conducting training courses under the initiative will receive reimbursement up to NT$3.5 million from the government, she added. Further announcements including handouts of NT$10,000 per month for one million self-employed workers and the creation of 10,000 part-time job opportunities were released by the MOL April 2 and 13, respectively. Tsai said this comprehensive response is part of government plans to assist hard-hit sectors like the tourism industry. She also expressed confidence in a rapid recovery, as Taiwan has been relatively successful limiting the spread of coronavirus. The president made the remarks during a visit to a branch of Green World Hotels in Taipei City’s Nangang District. According to Tsai, the Ministry of Economic Affairs announced a plan to safeguard jobs earlier this month wherein the government will pay 40 percent of a company’s payroll for April to June if it experiences a more than 50 percent loss in sales. The MOEA is also working on a consumption stimulus to be implemented once new coronavirus cases level off, Tsai said, adding that this may take the form of a coupon offering 25 percent cashback when using mobile payments. (YCH-E)"
20200415,NCKUH staffers share coronavirus expertise with India counterparts,Society,"Staffers from National Cheng Kung University Hospital hosted a videoconference to share their front-line experiences combating coronavirus with 5,000 doctors and public health academics across India April 14 in southern Taiwan’s Tainan City. Moderated by Dr. Hsu I-lin, head of NCKUH’s International Medical Center and featuring Dr. Li Chia-wen from the hospital’s Department of Internal Medicine, the conference was organized in conjunction with Hyderabad-based Veritaz Healthcare and focused on areas such as disease prevention, testing, treatment and post-discharge care. During the event, Dr. Li expressed caution on the experimental use of drugs such as hydroxychloroquine and azithromycin, which some have speculated are effective in the treatment of COVID-19. The event follows a livestream held by NCKUH April 2 in partnership with Taipei City-based Taiwan External Trade Development Council (TAITRA) and Mumbai-headquartered Alkem Laboratories in which staffers spoke with 9,000 Indian health care workers. According to NCKUH, the New Delhi-based All India Institute of Medical Science has also expressed interest in discussing the hospital’s coronavirus experience. This follows a memorandum of understanding inked by the institutions Nov. 29 last year on medical and science research cooperation. NCKUH is responsible for strengthening connections with health care facilities in India under a regional partnership struck by the Ministry of Health and Welfare in line with the New Southbound Policy. A key plank in the government’s national development strategy, the NSP seeks to deepen Taiwan’s agricultural, business, cultural, education, tourism and trade ties with the 10 Association of Southeast Asian Nations member states, six South Asian countries, Australia and New Zealand. (YCH-E)"
20200415,Magic STEAM Train Project receives 2020 GLAMi Award,Society,"National Palace Museum’s Magic STEAM Train project has been chosen as winner of a 2020 GLAMi Award, spotlighting the institution’s innovative approach to educating Taiwan’s youth about the country’s cultural heritage. The project was awarded first place in the education program category for its interdisciplinary approach to teaching local students about the ancient artifact and artwork collections at NPM. Combining elements of science, technology, engineering, arts and mathematics, Magic STEAM Train has traveled to more than 70 elementary, middle and high schools in remote areas since the project was launched in 2018. Through a curriculum incorporating drones, programming, 3D printing, laser cutting, 360-degree virtual reality and digital game-based learning models, the program aims at fostering creativity and problem-solving skills while bestowing hands-on experience with a range of technologies. NPM is the first institution of its kind to adopt this forward-thinking approach to art education in Taiwan. First held in 1997, the GLAMi Awards recognize trailblazing projects from gallery, library, archive and museum institutions across the globe. They are selected and presented by U.S.-based Museums and the Web LLC, an organization hosting web conferences for more than 800 professionals coming from over 40 countries each year. (TYT-E)"
20200414,Taiwan team honored in COVID-19 Global Hackathon,Society,"A pneumonia detection system developed by a team from National Cheng Kung University in southern Taiwan’s Tainan City was honored in the health category of the online COVID-19 Global Hackathon. Comprising four graduate students at NCKU’s Department of Computer Science and Information Engineering, MedCheX employed machine learning to design a model that can automatically detect the presence of pneumonia based on 1,400 positive and negative chest X-rays provided by the Department of Medical Imaging at NCKU Hospital. According to Chiang Jung-hsien, a distinguished professor in the department, the system can analyze chest X-rays and send an electronic alert if it detects a suspected case of pneumonia, all without requiring a radiologist. The scholar said the system has already been tested by doctors at NCKU Hospital, who found it achieved 92 percent accuracy with real patients. The team is working on incorporating CT scans or MRIs to further improve reliability, he added. Sponsored by global corporate heavyweights including U.S.-headquartered Facebook Inc., Giphy Inc., Microsoft Corp. and Oracle Corp., the hackathon encouraged developers to build software solutions for managing the COVID-19 pandemic. A total of 1,560 submissions were made March 26-30 in seven categories. Of these, 89 projects were honored, with MedCheX the only one from Taiwan. (SFC-E)"
